f_ghz,gain_imb_db,phase_imb_deg,cm_leak_dbc
4.168693829999999600e+00,0.000000000000000000e+00,4.899999908047902863e-07,-3.030252314499999784e+02
4.265795190000000403e+00,0.000000000000000000e+00,-9.999999406318238471e-08,-2.998001959200000215e+02
4.365158319999999925e+00,0.000000000000000000e+00,-3.499999934319930617e-07,-2.974709839999999872e+02
4.466835920000000293e+00,0.000000000000000000e+00,3.600000013648241293e-07,-2.985817300200000091e+02
4.570881899999999831e+00,0.000000000000000000e+00,6.999999868639861234e-08,-2.922485892600000170e+02
4.677351409999999987e+00,0.000000000000000000e+00,2.499999993688106770e-07,-2.944578829100000235e+02
4.786300920000000403e+00,0.000000000000000000e+00,-1.399999973727972247e-07,-2.914483920899999703e+02
4.897788189999999986e+00,0.000000000000000000e+00,3.800000172304862645e-07,-3.018899668299999917e+02
5.011872340000000037e+00,0.000000000000000000e+00,-1.899999801935337018e-07,-3.020964340799999945e+02
5.128613839999999868e+00,0.000000000000000000e+00,-2.900000026784255169e-07,-2.974461927099999912e+02
5.248074599999999812e+00,0.000000000000000000e+00,2.699999868127633817e-07,-2.964858204900000374e+02
5.370317960000000390e+00,0.000000000000000000e+00,3.000000106112565845e-07,-2.948214720700000271e+02
5.495408740000000236e+00,0.000000000000000000e+00,2.799999947455944493e-07,-2.960436790499999802e+02
5.623413249999999586e+00,0.000000000000000000e+00,3.900000251633173320e-07,-2.997730088699999556e+02
5.754399369999999792e+00,0.000000000000000000e+00,-4.400000079840538092e-07,-2.948173259000000144e+02
5.888436549999999770e+00,0.000000000000000000e+00,4.900000192264997168e-07,-2.991385113900000192e+02
6.025595860000000137e+00,0.000000000000000000e+00,-3.199999980552092893e-07,-3.018780014600000072e+02
6.165950020000000364e+00,0.000000000000000000e+00,4.800000112936686492e-07,-3.012359321099999647e+02
6.309573440000000311e+00,0.000000000000000000e+00,1.299999894399661571e-07,-2.985684572199999707e+02
6.456542289999999795e+00,0.000000000000000000e+00,-2.200000039920269046e-07,-3.020604795200000012e+02
6.606934479999999610e+00,0.000000000000000000e+00,-4.700000033608375816e-07,-3.020785156100000108e+02
6.760829750000000082e+00,0.000000000000000000e+00,4.999999987376213539e-07,-2.979174409500000138e+02
6.918309709999999946e+00,0.000000000000000000e+00,-1.900000086152431322e-07,-2.984872588399999813e+02
7.079457839999999891e+00,0.000000000000000000e+00,-3.199999980552092893e-07,-2.955779894199999944e+02
7.244359600000000121e+00,0.000000000000000000e+00,4.300000000512227416e-07,-2.979672856600000159e+02
7.413102409999999587e+00,0.000000000000000000e+00,-4.700000033608375816e-07,-2.969451593699999989e+02
7.585775749999999817e+00,0.000000000000000000e+00,-3.800000172304862645e-07,-3.020653031699999929e+02
7.762471170000000420e+00,0.000000000000000000e+00,-3.900000251633173320e-07,-2.990538184799999613e+02
7.943282349999999603e+00,0.000000000000000000e+00,-4.000000046744389692e-07,-2.973355735299999765e+02
8.128305160000000029e+00,0.000000000000000000e+00,2.000000165480741998e-07,-2.997047833699999728e+02
8.317637709999999629e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.969168667900000287e+02
8.511380380000000301e+00,0.000000000000000000e+00,2.999999821895471541e-07,-3.012185043800000130e+02
8.709635900000000319e+00,0.000000000000000000e+00,-3.000000106112565845e-07,-2.973523964799999817e+02
8.912509379999999481e+00,0.000000000000000000e+00,3.000000106112565845e-07,-3.002165242000000376e+02
9.120108390000000398e+00,0.000000000000000000e+00,-4.999999987376213539e-07,-2.947495003800000291e+02
9.332543010000000194e+00,0.000000000000000000e+00,-4.999999987376213539e-07,-2.936615496000000007e+02
9.549925860000000100e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.955313891399999875e+02
9.772372210000000337e+00,0.000000000000000000e+00,9.999999406318238471e-08,-3.004541349900000000e+02
1.000000000000000000e+01,0.000000000000000000e+00,-2.999999821895471541e-07,-2.959552648599999998e+02
1.023292990000000025e+01,0.000000000000000000e+00,3.000000106112565845e-07,-2.994411590999999930e+02
1.047128550000000047e+01,0.000000000000000000e+00,9.999999406318238471e-08,-3.004336727400000200e+02
1.071519310000000047e+01,0.000000000000000000e+00,-9.999999406318238471e-08,-2.922781754599999999e+02
1.096478199999999958e+01,0.000000000000000000e+00,4.000000046744389692e-07,-2.920035385799999972e+02
1.122018450000000023e+01,0.000000000000000000e+00,-1.999999881263647694e-07,-2.935200400100000024e+02
1.148153620000000075e+01,0.000000000000000000e+00,2.000000165480741998e-07,-2.990217263000000116e+02
1.174897550000000024e+01,0.000000000000000000e+00,-3.999999762527295388e-07,-2.988948335499999871e+02
