f_ghz,s21_msb_db,s21_lsb_db,s11_msb_db,s11_lsb_db,s22_db
4.570881900000000053e-01,9.053823709999999636e+00,3.083269609999999883e+00,-3.814210899999999782e+01,-4.411231300000000033e+01,-5.545003890000000268e+01
4.677351410000000209e-01,9.054232620000000509e+00,3.083687739999999788e+00,-3.811524119999999982e+01,-4.408543019999999757e+01,-5.524417019999999923e+01
4.786300920000000070e-01,9.054622399999999516e+00,3.084086769999999866e+00,-3.808734019999999987e+01,-4.405751430000000113e+01,-5.503859899999999783e+01
4.897788189999999764e-01,9.054993850000000677e+00,3.084467500000000140e+00,-3.805836850000000027e+01,-4.402852750000000270e+01,-5.483330920000000219e+01
5.011872339999999815e-01,9.055347749999999252e+00,3.084830730000000187e+00,-3.802828759999999875e+01,-4.399843169999999759e+01,-5.462828569999999928e+01
5.128613840000000312e-01,9.055684799999999868e+00,3.085177190000000014e+00,-3.799705889999999897e+01,-4.396718789999999899e+01,-5.442351419999999962e+01
5.248074600000000034e-01,9.056005719999999926e+00,3.085507600000000128e+00,-3.796464290000000119e+01,-4.393475670000000122e+01,-5.421898149999999816e+01
5.370317959999999502e-01,9.056311159999999916e+00,3.085822649999999889e+00,-3.793099980000000215e+01,-4.390109819999999985e+01,-5.401467490000000282e+01
5.495408739999999570e-01,9.056601750000000450e+00,3.086122989999999788e+00,-3.789608929999999987e+01,-4.386617230000000234e+01,-5.381058259999999649e+01
5.623413250000000030e-01,9.056878089999999659e+00,3.086409230000000115e+00,-3.785987070000000188e+01,-4.382993799999999851e+01,-5.360669349999999866e+01
5.754399369999999569e-01,9.057140759999999347e+00,3.086681969999999886e+00,-3.782230299999999801e+01,-4.379235450000000185e+01,-5.340299689999999799e+01
5.888436550000000214e-01,9.057390290000000732e+00,3.086941780000000080e+00,-3.778334499999999707e+01,-4.375338049999999868e+01,-5.319948310000000191e+01
6.025595860000000359e-01,9.057627209999999707e+00,3.087189190000000139e+00,-3.774295519999999726e+01,-4.371297440000000023e+01,-5.299614259999999888e+01
6.165950019999999476e-01,9.057852009999999510e+00,3.087424710000000072e+00,-3.770109200000000271e+01,-4.367109469999999760e+01,-5.279296680000000208e+01
6.309573440000000311e-01,9.058065149999999122e+00,3.087648849999999889e+00,-3.765771389999999741e+01,-4.362769970000000086e+01,-5.258994710000000339e+01
6.456542290000000239e-01,9.058267080000000249e+00,3.087862050000000025e+00,-3.761277919999999853e+01,-4.358274779999999993e+01,-5.238707589999999925e+01
6.606934479999999610e-01,9.058458220000000338e+00,3.088064769999999903e+00,-3.756624639999999715e+01,-4.353619760000000127e+01,-5.218434560000000033e+01
6.760829750000000304e-01,9.058638959999999685e+00,3.088257440000000020e+00,-3.751807449999999733e+01,-4.348800769999999716e+01,-5.198174939999999822e+01
6.918309710000000168e-01,9.058809690000000359e+00,3.088440439999999843e+00,-3.746822230000000076e+01,-4.343813719999999989e+01,-5.177928049999999871e+01
7.079457839999999669e-01,9.058970750000000294e+00,3.088614160000000108e+00,-3.741664939999999717e+01,-4.338654569999999921e+01,-5.157693290000000275e+01
7.244359599999999899e-01,9.059122490000000028e+00,3.088778979999999841e+00,-3.736331580000000230e+01,-4.333319290000000024e+01,-5.137470050000000299e+01
7.413102409999999809e-01,9.059265220000000340e+00,3.088935220000000204e+00,-3.730818210000000335e+01,-4.327803959999999961e+01,-5.117257779999999912e+01
7.585775750000000039e-01,9.059399239999999409e+00,3.089083220000000019e+00,-3.725120969999999687e+01,-4.322104699999999866e+01,-5.097055950000000024e+01
7.762471170000000420e-01,9.059524820000000034e+00,3.089223280000000127e+00,-3.719236070000000183e+01,-4.316217739999999736e+01,-5.076864069999999884e+01
7.943282350000000491e-01,9.059642240000000513e+00,3.089355700000000038e+00,-3.713159840000000145e+01,-4.310139379999999676e+01,-5.056681660000000278e+01
8.128305160000000029e-01,9.059751730000000336e+00,3.089480770000000209e+00,-3.706888680000000136e+01,-4.303866039999999771e+01,-5.036508280000000326e+01
8.317637709999999851e-01,9.059853540000000649e+00,3.089598730000000071e+00,-3.700419140000000340e+01,-4.297394249999999971e+01,-5.016343510000000094e+01
8.511380379999999857e-01,9.059947859999999409e+00,3.089709829999999879e+00,-3.693747890000000211e+01,-4.290720689999999848e+01,-4.996186949999999882e+01
8.709635900000000097e-01,9.060034899999999780e+00,3.089814319999999892e+00,-3.686871740000000131e+01,-4.283842159999999666e+01,-4.976038220000000223e+01
8.912509379999999926e-01,9.060114829999999841e+00,3.089912410000000165e+00,-3.679787639999999982e+01,-4.276755620000000135e+01,-4.955896979999999985e+01
9.120108390000000176e-01,9.060187839999999326e+00,3.090004299999999926e+00,-3.672492729999999739e+01,-4.269458180000000169e+01,-4.935762869999999936e+01
9.332543009999999528e-01,9.060254060000000109e+00,3.090090190000000181e+00,-3.664984299999999706e+01,-4.261947140000000189e+01,-4.915635590000000121e+01
9.549925860000000322e-01,9.060313649999999441e+00,3.090170259999999836e+00,-3.657259820000000161e+01,-4.254219979999999879e+01,-4.895514829999999762e+01
9.772372209999999892e-01,9.060366719999999319e+00,3.090244670000000138e+00,-3.649316970000000282e+01,-4.246274360000000314e+01,-4.875400299999999731e+01
1.000000000000000000e+00,9.060413379999999961e+00,3.090313590000000055e+00,-3.641153620000000046e+01,-4.238108139999999935e+01,-4.855291749999999951e+01
1.023292990000000069e+00,9.060453739999999812e+00,3.090377160000000067e+00,-3.632767859999999871e+01,-4.229719419999999985e+01,-4.835188910000000106e+01
