 5.20833000e-15  1.20229062e-04 
 1.04166600e-14  2.26320810e-04 
 2.08333200e-14  4.19681369e-04 
 4.16666400e-14  7.35583728e-04 
 8.33332800e-14  1.21953391e-03 
 1.66666560e-13  1.81077721e-03 
 3.33333120e-13  2.18644635e-03 
 5.20833000e-13  2.08851706e-03 
 5.51338523e-13  2.05636297e-03 
 6.12349569e-13  1.99147634e-03 
 7.34371660e-13  1.86197382e-03 
 9.78415843e-13  1.61876731e-03 
 1.46650421e-12  1.20139256e-03 
 1.98733721e-12  8.46569294e-04 
 2.50817021e-12  5.89600579e-04 
 3.02900321e-12  4.12840869e-04 
 3.54983621e-12  2.89436397e-04 
 4.07066921e-12  2.05362326e-04 
 4.59150221e-12  1.47381781e-04 
 5.11233521e-12  1.08189414e-04 
 5.63316821e-12  8.13748662e-05 
 6.15400121e-12  6.34044402e-05 
 6.67483421e-12  5.11721029e-05 
 7.19566721e-12  4.30581772e-05 
 7.71650021e-12  3.75513759e-05 
 8.23733321e-12  3.39544903e-05 
 8.75816621e-12  3.15168545e-05 
 9.27899921e-12  2.99668916e-05 
 9.79983221e-12  2.89164354e-05 
 1.03206652e-11  2.82835301e-05 
 1.08414982e-11  2.78536404e-05 
 1.13623312e-11  2.76255612e-05 
 1.18831642e-11  2.74694342e-05 
 1.24039972e-11  2.74157917e-05 
 1.29248302e-11  2.73775926e-05 
 1.34456632e-11  2.73956263e-05 
 1.39664962e-11  2.74058313e-05 
 1.44873292e-11  2.74502052e-05 
 1.50081622e-11  2.74780905e-05 
 1.55289952e-11  2.75291527e-05 
 1.60498282e-11  2.75613527e-05 
 1.65706612e-11  2.76108674e-05 
 1.70914942e-11  2.76417440e-05 
 1.76123272e-11  2.76865088e-05 
 1.81331602e-11  2.77138436e-05 
 1.86539932e-11  2.77528478e-05 
 1.91748262e-11  2.77759218e-05 
 1.96956592e-11  2.78090868e-05 
 2.02164922e-11  2.78278273e-05 
 2.07373252e-11  2.78554525e-05 
 2.12581582e-11  2.78700554e-05 
