 5.20833000e-15  1.79683734e-04 
 1.04166600e-14  3.37819488e-04 
 2.08333200e-14  6.25378683e-04 
 4.16666400e-14  1.09176255e-03 
 8.33332800e-14  1.78646973e-03 
 1.66666560e-13  2.54992501e-03 
 3.33333120e-13  2.81104777e-03 
 5.20833000e-13  2.41564588e-03 
 5.51515493e-13  2.34192269e-03 
 6.12880478e-13  2.19894304e-03 
 7.35610449e-13  1.94019053e-03 
 9.81070390e-13  1.51811799e-03 
 1.47199027e-12  9.35581845e-04 
 1.99282327e-12  5.61685308e-04 
 2.51365627e-12  3.43063064e-04 
 3.03448927e-12  2.15428137e-04 
 3.55532227e-12  1.37064342e-04 
 4.07615527e-12  8.98916226e-05 
 4.59698827e-12  6.03881845e-05 
 5.11782127e-12  4.24608556e-05 
 5.63865427e-12  3.12265690e-05 
 6.15948727e-12  2.44114033e-05 
 6.68032027e-12  2.01497815e-05 
 7.20115327e-12  1.75944538e-05 
 7.72198627e-12  1.60130905e-05 
 8.24281927e-12  1.50942358e-05 
 8.76365227e-12  1.45412360e-05 
 9.28448527e-12  1.42472154e-05 
 9.80531827e-12  1.40854962e-05 
 1.03261513e-11  1.40261370e-05 
 1.08469843e-11  1.40098902e-05 
 1.13678173e-11  1.40349948e-05 
 1.18886503e-11  1.40695367e-05 
 1.24094833e-11  1.41215918e-05 
 1.29303163e-11  1.41706774e-05 
 1.34511493e-11  1.42279478e-05 
 1.39719823e-11  1.42779435e-05 
 1.44928153e-11  1.43324833e-05 
 1.50136483e-11  1.43784979e-05 
 1.55344813e-11  1.44276550e-05 
 1.60553143e-11  1.44681639e-05 
 1.65761473e-11  1.45112985e-05 
 1.70969803e-11  1.45460586e-05 
 1.76178133e-11  1.45832773e-05 
 1.81386463e-11  1.46125170e-05 
 1.86594793e-11  1.46441860e-05 
 1.91803123e-11  1.46682922e-05 
 1.97011453e-11  1.46948513e-05 
 2.02219783e-11  1.47142486e-05 
 2.07428113e-11  1.47361411e-05 
 2.12636443e-11  1.47512465e-05 
 2.17844773e-11  1.47688942e-05 
 2.23053103e-11  1.47801012e-05 
 2.28261433e-11  1.47938964e-05 
 2.33469763e-11  1.48015700e-05 
 2.38678093e-11  1.48118742e-05 
 2.43886423e-11  1.48163505e-05 
 2.49094753e-11  1.48234955e-05 
 2.54303083e-11  1.48250829e-05 
 2.59511413e-11  1.48293721e-05 
 2.64719743e-11  1.48283533e-05 
 2.69928073e-11  1.48300640e-05 
 2.75136403e-11  1.48266973e-05 
 2.80344733e-11  1.48260826e-05 
 2.85553063e-11  1.48206040e-05 
 2.90761393e-11  1.48178946e-05 
 2.95969723e-11  1.48105194e-05 
 3.01178053e-11  1.48059254e-05 
 3.06386383e-11  1.47968495e-05 
 3.11594713e-11  1.47905618e-05 
 3.16803043e-11  1.47799634e-05 
 3.22011373e-11  1.47721550e-05 
 3.27219703e-11  1.47601957e-05 
 3.32428033e-11  1.47510234e-05 
 3.37636363e-11  1.47378491e-05 
 3.42844693e-11  1.47274541e-05 
 3.48053023e-11  1.47131966e-05 
 3.53261353e-11  1.47017058e-05 
 3.58469683e-11  1.46864828e-05 
 3.63678013e-11  1.46740097e-05 
 3.68886343e-11  1.46579263e-05 
 3.74094673e-11  1.46445716e-05 
 3.79303003e-11  1.46277206e-05 
 3.84511333e-11  1.46135726e-05 
 3.89719663e-11  1.45960349e-05 
 3.94927993e-11  1.45811703e-05 
 4.00136323e-11  1.45630154e-05 
 4.05344653e-11  1.45474996e-05 
